,dt,timezone,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Date,Hour
356251,1537945200,-14400,21.49,19.56,19.92,22.0,1008,85,7.28,210,100,Clouds,overcast clouds,2018-09-26,07
356252,1537948800,-14400,21.21,19.64,19.79,22.0,1007,86,6.72,214,100,Clouds,overcast clouds,2018-09-26,08
356253,1537952400,-14400,21.23,19.99,19.76,22.0,1007,87,6.37,216,100,Rain,light rain,2018-09-26,09
356254,1537956000,-14400,21.14,20.88,19.89,22.0,1008,88,5.04,228,100,Rain,light rain,2018-09-26,10
356255,1537959600,-14400,21.13,20.54,19.72,22.0,1008,88,5.5,234,83,Rain,moderate rain,2018-09-26,11
356256,1537963200,-14400,21.04,20.51,19.83,21.6,1008,84,4.89,240,64,Rain,light rain,2018-09-26,12
356257,1537966800,-14400,21.41,20.63,19.92,22.1,1008,75,4.4,266,64,Clouds,broken clouds,2018-09-26,13
356258,1537970400,-14400,21.42,19.26,19.59,22.3,1009,68,5.53,297,57,Clouds,broken clouds,2018-09-26,14
356259,1537974000,-14400,20.93,18.25,18.8,23.0,1009,62,5.34,305,46,Rain,light rain,2018-09-26,15
356260,1537977600,-14400,19.23,15.59,18.0,20.0,1010,60,5.77,298,35,Rain,light rain,2018-09-26,16
356261,1537981200,-14400,18.68,14.23,18.0,19.5,1011,56,6.31,293,51,Clouds,broken clouds,2018-09-26,17
356262,1537984800,-14400,19.97,15.79,19.0,21.0,1011,53,6.07,291,44,Clouds,scattered clouds,2018-09-26,18
356263,1537988400,-14400,19.17,14.12,18.0,20.0,1012,46,6.31,291,85,Clouds,overcast clouds,2018-09-26,19
356264,1537992000,-14400,18.84,13.61,18.0,19.71,1013,42,6.05,289,71,Clouds,broken clouds,2018-09-26,20
356265,1537995600,-14400,18.26,12.93,17.0,19.68,1014,41,5.94,290,58,Clouds,broken clouds,2018-09-26,21
356266,1537999200,-14400,18.38,13.89,17.47,19.0,1015,43,4.97,300,11,Clouds,few clouds,2018-09-26,22
356267,1538002800,-14400,17.17,13.29,14.87,18.51,1015,46,4.06,304,6,Clear,sky is clear,2018-09-26,23
356268,1538006400,-14400,15.18,11.8,14.0,16.86,1016,54,3.5,307,16,Clouds,few clouds,2018-09-27,00
356269,1538010000,-14400,14.65,11.69,13.0,17.46,1017,59,3.14,311,15,Clouds,few clouds,2018-09-27,01
356270,1538013600,-14400,13.7,11.72,11.18,17.01,1018,64,1.83,316,6,Clear,sky is clear,2018-09-27,02
356271,1538017200,-14400,13.03,11.32,11.0,16.65,1019,68,1.53,291,4,Clear,sky is clear,2018-09-27,03
356272,1538020800,-14400,12.29,10.7,11.0,15.38,1020,73,1.47,249,18,Clouds,few clouds,2018-09-27,04
356273,1538024400,-14400,12.66,10.76,9.7,16.38,1020,67,1.62,248,29,Clouds,scattered clouds,2018-09-27,05
356274,1538028000,-14400,11.98,9.95,8.86,14.21,1020,66,1.53,268,30,Clouds,scattered clouds,2018-09-27,06
356275,1538031600,-14400,12.27,10.7,8.52,16.32,1020,70,1.23,279,29,Clouds,scattered clouds,2018-09-27,07
356276,1538035200,-14400,11.73,10.16,8.11,13.91,1020,78,1.58,262,63,Clouds,broken clouds,2018-09-27,08
356277,1538038800,-14400,11.21,9.87,9.22,14.21,1021,82,1.33,260,48,Clouds,scattered clouds,2018-09-27,09
356278,1538042400,-14400,10.95,9.39,9.0,15.4,1021,78,1.32,278,86,Clouds,overcast clouds,2018-09-27,10
356279,1538046000,-14400,9.95,8.05,6.06,12.48,1021,80,1.61,299,87,Clouds,overcast clouds,2018-09-27,11
356280,1538049600,-14400,10.45,8.65,7.77,15.26,1021,77,1.44,323,96,Clouds,overcast clouds,2018-09-27,12
356281,1538053200,-14400,12.08,10.88,9.98,15.27,1022,68,0.51,343,98,Clouds,overcast clouds,2018-09-27,13
356282,1538056800,-14400,14.21,12.77,13.0,15.3,1022,58,0.77,145,99,Clouds,overcast clouds,2018-09-27,14
356283,1538060400,-14400,15.66,13.2,15.0,16.0,1021,48,1.82,168,100,Clouds,overcast clouds,2018-09-27,15
356284,1538064000,-14400,15.94,13.6,15.28,16.0,1021,55,2.31,161,1,Clear,sky is clear,2018-09-27,16
356285,1538067600,-14400,16.27,13.51,16.0,17.0,1020,54,2.93,160,100,Clouds,overcast clouds,2018-09-27,17
356286,1538071200,-14400,16.89,14.31,16.21,17.0,1019,68,4.12,80,1,Clear,sky is clear,2018-09-27,18
356287,1538074800,-14400,16.9,13.84,16.5,17.13,1019,56,3.73,154,100,Clouds,overcast clouds,2018-09-27,19
356288,1538078400,-14400,16.47,12.86,15.98,17.47,1019,53,4.12,154,100,Clouds,overcast clouds,2018-09-27,20
356289,1538082000,-14400,16.42,13.14,15.89,17.4,1018,55,3.81,152,100,Clouds,overcast clouds,2018-09-27,21
356290,1538085600,-14400,15.78,12.73,14.1,17.12,1017,60,3.7,139,100,Clouds,overcast clouds,2018-09-27,22
356291,1538089200,-14400,15.16,12.86,13.75,17.14,1017,66,2.92,131,100,Clouds,overcast clouds,2018-09-27,23
356292,1538092800,-14400,15.51,14.32,13.29,18.72,1016,73,2.03,129,100,Clouds,overcast clouds,2018-09-28,00
356293,1538096400,-14400,15.27,14.04,13.0,18.86,1016,70,1.75,124,100,Clouds,overcast clouds,2018-09-28,01
356294,1538100000,-14400,15.58,13.8,12.87,18.99,1016,61,1.91,127,100,Clouds,overcast clouds,2018-09-28,02
356295,1538103600,-14400,15.37,14.33,12.24,19.1,1016,71,1.61,147,97,Clouds,overcast clouds,2018-09-28,03
356296,1538107200,-14400,15.4,14.3,12.0,19.14,1016,68,1.45,180,35,Clouds,scattered clouds,2018-09-28,04
356297,1538110800,-14400,14.88,13.69,11.1,19.05,1015,71,1.64,208,43,Clouds,scattered clouds,2018-09-28,05
356298,1538114400,-14400,14.13,13.14,11.0,18.68,1015,76,1.46,214,32,Clouds,scattered clouds,2018-09-28,06
356299,1538118000,-14400,13.83,12.62,11.0,18.24,1015,78,1.81,207,16,Clouds,few clouds,2018-09-28,07
356300,1538121600,-14400,13.25,11.93,10.0,17.96,1015,81,1.98,219,48,Clouds,scattered clouds,2018-09-28,08
356301,1538125200,-14400,12.92,11.61,10.0,17.82,1015,84,2.04,224,49,Clouds,scattered clouds,2018-09-28,09
356302,1538128800,-14400,12.85,11.37,10.0,17.88,1015,80,1.99,230,52,Clouds,broken clouds,2018-09-28,10
356303,1538132400,-14400,11.88,10.06,9.0,17.6,1016,79,2.06,231,41,Clouds,scattered clouds,2018-09-28,11
356304,1538136000,-14400,12.36,10.25,10.8,15.01,1016,80,2.71,235,32,Clouds,scattered clouds,2018-09-28,12
356305,1538139600,-14400,14.9,12.57,12.34,17.11,1016,68,3.04,226,31,Clouds,scattered clouds,2018-09-28,13
356306,1538143200,-14400,16.71,12.9,16.0,17.15,1016,72,6.17,220,1,Clear,sky is clear,2018-09-28,14
356307,1538146800,-14400,17.91,14.45,17.6,18.0,1016,55,4.54,219,60,Clouds,broken clouds,2018-09-28,15
356308,1538150400,-14400,19.39,15.43,17.86,20.0,1016,51,5.34,224,3,Clear,sky is clear,2018-09-28,16
356309,1538154000,-14400,20.88,16.21,19.09,22.2,1015,42,5.83,221,1,Clear,sky is clear,2018-09-28,17
356310,1538157600,-14400,21.42,16.51,19.84,22.2,1015,45,6.7,227,36,Clouds,scattered clouds,2018-09-28,18
356311,1538161200,-14400,21.76,17.06,20.52,22.2,1015,50,7.12,235,48,Clouds,scattered clouds,2018-09-28,19
356312,1538164800,-14400,21.25,15.73,19.42,22.0,1015,38,6.68,251,63,Rain,light rain,2018-09-28,20
356313,1538168400,-14400,19.46,15.68,18.0,21.0,1015,49,4.89,286,83,Clouds,broken clouds,2018-09-28,21
356314,1538172000,-14400,17.58,14.08,15.0,19.51,1016,52,4.2,308,82,Clouds,broken clouds,2018-09-28,22
356315,1538175600,-14400,15.15,11.5,13.4,16.99,1017,62,4.52,311,98,Rain,light rain,2018-09-28,23
356316,1538179200,-14400,14.22,10.18,12.88,16.07,1018,63,4.86,299,100,Rain,moderate rain,2018-09-29,00
356317,1538182800,-14400,13.08,8.99,12.0,14.54,1019,67,4.87,287,100,Rain,light rain,2018-09-29,01
356318,1538186400,-14400,12.03,8.46,11.0,14.19,1020,72,4.14,282,100,Rain,light rain,2018-09-29,02
356319,1538190000,-14400,11.6,8.99,11.0,13.42,1020,80,3.16,278,100,Rain,light rain,2018-09-29,03
356320,1538193600,-14400,11.57,9.32,11.0,13.44,1020,81,2.69,260,100,Rain,light rain,2018-09-29,04
356321,1538197200,-14400,11.39,9.22,10.3,13.4,1020,86,2.84,232,99,Rain,light rain,2018-09-29,05
356322,1538200800,-14400,11.57,9.21,10.0,14.42,1021,86,3.17,220,75,Rain,light rain,2018-09-29,06
356323,1538204400,-14400,11.66,8.78,10.0,14.67,1021,77,3.37,227,45,Clouds,scattered clouds,2018-09-29,07
356324,1538208000,-14400,10.96,7.8,9.3,13.19,1021,77,3.54,243,30,Clouds,scattered clouds,2018-09-29,08
356325,1538211600,-14400,10.48,7.46,8.81,14.46,1022,82,3.5,255,26,Rain,light rain,2018-09-29,09
356326,1538215200,-14400,9.59,6.52,8.0,14.0,1022,84,3.39,272,15,Clouds,few clouds,2018-09-29,10
356327,1538218800,-14400,9.36,6.42,8.0,11.97,1023,83,3.08,265,13,Clouds,few clouds,2018-09-29,11
356328,1538222400,-14400,9.8,6.59,8.7,11.87,1023,82,3.55,255,13,Clouds,few clouds,2018-09-29,12
356329,1538226000,-14400,11.04,7.48,8.7,13.49,1024,73,3.9,252,8,Clear,sky is clear,2018-09-29,13
356330,1538229600,-14400,12.58,8.43,12.0,13.56,1024,63,4.54,259,19,Clouds,few clouds,2018-09-29,14
356331,1538233200,-14400,13.69,9.18,13.0,14.0,1024,54,4.71,269,56,Clouds,broken clouds,2018-09-29,15
356332,1538236800,-14400,14.5,9.93,13.84,15.0,1024,49,4.62,269,85,Clouds,overcast clouds,2018-09-29,16
356333,1538240400,-14400,15.48,10.7,14.41,16.0,1024,41,4.51,266,94,Rain,light rain,2018-09-29,17
356334,1538244000,-14400,15.78,10.97,14.6,17.0,1024,40,4.53,262,100,Clouds,overcast clouds,2018-09-29,18
356335,1538247600,-14400,15.88,10.66,14.6,17.0,1024,35,4.72,262,99,Clouds,overcast clouds,2018-09-29,19
356336,1538251200,-14400,16.2,10.98,14.98,17.0,1024,33,4.6,267,99,Clouds,overcast clouds,2018-09-29,20
356337,1538254800,-14400,16.14,11.19,15.1,17.0,1024,36,4.47,267,97,Clouds,overcast clouds,2018-09-29,21
356338,1538258400,-14400,15.18,10.12,14.0,16.0,1024,34,4.27,266,78,Clouds,broken clouds,2018-09-29,22
356339,1538262000,-14400,13.7,8.89,11.6,15.23,1025,37,3.89,275,54,Clouds,broken clouds,2018-09-29,23
356340,1538265600,-14400,12.84,8.29,11.19,14.87,1025,42,3.72,278,26,Clouds,scattered clouds,2018-09-30,00
356341,1538269200,-14400,12.54,8.7,10.7,14.53,1025,47,2.99,289,8,Clear,sky is clear,2018-09-30,01
356342,1538272800,-14400,11.67,8.56,8.59,14.16,1026,51,2.02,297,1,Clear,sky is clear,2018-09-30,02
356343,1538276400,-14400,11.12,8.4,9.0,13.88,1026,55,1.6,301,2,Clear,sky is clear,2018-09-30,03
356344,1538280000,-14400,10.81,7.84,9.0,13.72,1026,56,1.95,301,0,Clear,sky is clear,2018-09-30,04
356345,1538283600,-14400,9.64,6.85,7.18,11.65,1026,61,1.71,298,13,Clouds,few clouds,2018-09-30,05
356346,1538287200,-14400,10.06,7.16,8.04,11.88,1026,58,1.79,295,69,Clouds,broken clouds,2018-09-30,06
356347,1538290800,-14400,10.07,7.57,7.67,11.78,1026,58,1.22,307,99,Clouds,overcast clouds,2018-09-30,07
356348,1538294400,-14400,10.2,7.77,7.9,11.83,1027,64,1.5,292,98,Rain,light rain,2018-09-30,08
356349,1538298000,-14400,10.14,8.07,8.55,11.89,1027,65,1.03,309,98,Rain,light rain,2018-09-30,09
356350,1538301600,-14400,9.8,8.18,8.44,11.48,1027,72,0.71,267,97,Clouds,overcast clouds,2018-09-30,10
356351,1538305200,-14400,10.18,8.51,8.97,11.69,1027,74,1.0,240,100,Clouds,overcast clouds,2018-09-30,11
356352,1538308800,-14400,10.72,8.68,9.24,12.0,1027,71,1.51,225,97,Clouds,overcast clouds,2018-09-30,12
356353,1538312400,-14400,10.67,8.45,9.46,12.2,1027,74,1.93,228,93,Clouds,overcast clouds,2018-09-30,13
356354,1538316000,-14400,11.79,9.4,10.81,12.75,1027,64,1.87,220,100,Clouds,overcast clouds,2018-09-30,14
356355,1538319600,-14400,12.22,9.77,10.85,13.77,1027,60,1.8,222,100,Clouds,overcast clouds,2018-09-30,15
356356,1538323200,-14400,12.54,10.01,12.0,14.01,1026,60,2.0,211,100,Clouds,overcast clouds,2018-09-30,16
356357,1538326800,-14400,12.48,9.77,11.63,13.47,1026,58,2.11,202,99,Clouds,overcast clouds,2018-09-30,17
356358,1538330400,-14400,12.5,10.06,11.48,13.52,1025,57,1.66,198,100,Clouds,overcast clouds,2018-09-30,18
356359,1538334000,-14400,12.54,10.55,11.36,13.62,1025,58,1.09,172,100,Clouds,overcast clouds,2018-09-30,19
356360,1538337600,-14400,12.66,11.0,11.52,13.6,1024,63,1.0,101,100,Rain,light rain,2018-09-30,20
356361,1538341200,-14400,13.15,10.81,11.55,14.33,1024,57,1.69,79,98,Clouds,overcast clouds,2018-09-30,21
356362,1538344800,-14400,12.67,10.22,11.0,14.29,1024,60,1.92,58,100,Clouds,overcast clouds,2018-09-30,22
356363,1538348400,-14400,12.45,10.08,10.3,14.3,1024,63,1.95,47,100,Rain,light rain,2018-09-30,23
356364,1538352000,-14400,11.74,9.58,10.0,14.39,1024,73,2.11,47,99,Rain,light rain,2018-10-01,00
356365,1538355600,-14400,11.31,8.9,10.0,13.8,1024,71,2.21,44,100,Clouds,overcast clouds,2018-10-01,01
356366,1538359200,-14400,11.27,9.02,10.0,13.77,1025,79,2.47,29,100,Rain,light rain,2018-10-01,02
356367,1538362800,-14400,10.38,7.6,9.0,13.79,1025,86,3.36,25,100,Rain,moderate rain,2018-10-01,03
356368,1538366400,-14400,10.37,7.8,9.0,13.78,1025,88,3.17,41,100,Rain,moderate rain,2018-10-01,04
356369,1538370000,-14400,10.21,7.75,8.8,13.43,1025,89,3.01,41,100,Rain,moderate rain,2018-10-01,05
356370,1538373600,-14400,10.11,7.11,8.8,13.17,1025,89,3.75,34,100,Rain,moderate rain,2018-10-01,06
356371,1538377200,-14400,9.88,6.56,8.8,12.78,1025,89,4.13,33,100,Rain,moderate rain,2018-10-01,07
356372,1538380800,-14400,9.38,5.81,8.0,12.44,1025,90,4.37,36,100,Rain,moderate rain,2018-10-01,08
356373,1538384400,-14400,9.42,5.83,8.0,12.41,1026,89,4.36,31,100,Rain,moderate rain,2018-10-01,09
356374,1538388000,-14400,9.25,5.85,8.0,11.57,1026,88,3.98,32,100,Rain,moderate rain,2018-10-01,10
356375,1538391600,-14400,9.11,5.88,7.9,11.29,1027,86,3.58,35,100,Rain,light rain,2018-10-01,11
356376,1538395200,-14400,9.09,5.58,7.9,11.38,1027,86,3.98,39,100,Rain,light rain,2018-10-01,12
356377,1538398800,-14400,8.89,4.94,7.9,11.53,1028,84,4.44,37,100,Rain,light rain,2018-10-01,13
356378,1538402400,-14400,8.59,4.46,8.0,11.78,1029,84,4.6,43,100,Rain,light rain,2018-10-01,14
356379,1538406000,-14400,8.92,4.22,8.0,12.02,1028,77,5.14,53,100,Rain,light rain,2018-10-01,15
356380,1538409600,-14400,9.49,4.9,9.0,12.03,1028,72,4.86,55,100,Clouds,overcast clouds,2018-10-01,16
356381,1538413200,-14400,9.65,5.31,9.0,12.28,1028,69,4.38,55,100,Clouds,overcast clouds,2018-10-01,17
356382,1538416800,-14400,10.42,6.25,9.7,12.34,1028,66,4.16,58,100,Clouds,overcast clouds,2018-10-01,18
356383,1538420400,-14400,10.25,6.02,9.0,12.27,1027,68,4.33,64,100,Clouds,overcast clouds,2018-10-01,19
356384,1538424000,-14400,10.11,6.18,9.0,13.25,1027,78,4.44,73,100,Clouds,overcast clouds,2018-10-01,20
356385,1538427600,-14400,9.9,6.13,9.0,12.63,1027,87,4.66,85,100,Rain,light rain,2018-10-01,21
356386,1538431200,-14400,10.09,7.12,9.0,13.6,1026,87,3.59,73,100,Clouds,overcast clouds,2018-10-01,22
356387,1538434800,-14400,10.41,7.39,9.0,13.81,1025,85,3.65,80,100,Clouds,overcast clouds,2018-10-01,23
356388,1538438400,-14400,11.06,7.51,9.0,14.06,1025,79,4.26,93,100,Clouds,overcast clouds,2018-10-02,00
356389,1538442000,-14400,11.14,7.57,9.0,14.28,1024,77,4.18,96,100,Clouds,overcast clouds,2018-10-02,01
356390,1538445600,-14400,11.46,8.46,9.0,14.5,1024,84,3.92,93,100,Rain,light rain,2018-10-02,02
356391,1538449200,-14400,12.21,9.19,9.0,14.61,1023,79,3.88,86,100,Rain,light rain,2018-10-02,03
356392,1538452800,-14400,12.52,9.58,10.0,14.91,1022,80,3.95,78,100,Rain,light rain,2018-10-02,04
356393,1538456400,-14400,11.91,8.62,9.7,15.13,1021,80,4.24,76,100,Rain,light rain,2018-10-02,05
356394,1538460000,-14400,10.94,7.25,9.7,14.64,1020,77,4.29,64,100,Clouds,overcast clouds,2018-10-02,06
356395,1538463600,-14400,10.78,7.24,9.0,14.69,1020,79,4.15,45,100,Rain,moderate rain,2018-10-02,07
356396,1538467200,-14400,10.51,6.93,8.5,14.5,1020,83,4.36,43,100,Rain,moderate rain,2018-10-02,08
356397,1538470800,-14400,9.87,6.4,8.5,14.29,1019,88,4.28,56,100,Rain,moderate rain,2018-10-02,09
356398,1538474400,-14400,9.9,6.42,8.5,13.73,1018,89,4.36,57,100,Rain,light rain,2018-10-02,10
356399,1538478000,-14400,10.54,7.35,8.7,13.74,1018,89,4.17,66,100,Rain,light rain,2018-10-02,11
356400,1538481600,-14400,10.54,7.56,8.7,13.91,1018,89,3.88,69,100,Rain,moderate rain,2018-10-02,12
356401,1538485200,-14400,10.45,7.42,8.7,14.3,1017,89,3.92,72,100,Rain,light rain,2018-10-02,13
356402,1538488800,-14400,11.19,8.53,9.0,15.99,1017,89,3.66,69,100,Rain,moderate rain,2018-10-02,14
356403,1538492400,-14400,11.74,9.5,10.0,15.85,1017,89,3.26,65,100,Rain,light rain,2018-10-02,15
356404,1538496000,-14400,11.81,9.43,10.0,16.61,1016,89,3.48,69,100,Rain,light rain,2018-10-02,16
356405,1538499600,-14400,12.62,10.41,11.0,17.84,1015,90,3.63,74,100,Rain,moderate rain,2018-10-02,17
356406,1538503200,-14400,12.71,10.89,11.0,18.23,1014,91,3.18,73,100,Rain,light rain,2018-10-02,18
356407,1538506800,-14400,13.06,11.77,11.3,14.0,1014,91,2.56,69,100,Rain,light rain,2018-10-02,19
356408,1538510400,-14400,13.27,11.87,12.0,14.0,1014,90,2.74,52,100,Rain,light rain,2018-10-02,20
356409,1538514000,-14400,13.41,11.57,12.0,18.11,1014,85,3.06,38,100,Rain,light rain,2018-10-02,21
356410,1538517600,-14400,12.99,10.82,11.41,15.53,1015,90,3.73,4,100,Rain,light rain,2018-10-02,22
356411,1538521200,-14400,12.51,10.22,11.0,14.64,1015,88,3.57,350,100,Clouds,overcast clouds,2018-10-02,23
356412,1538524800,-14400,12.13,9.86,11.0,13.89,1016,87,3.32,351,100,Clouds,overcast clouds,2018-10-03,00
356413,1538528400,-14400,11.75,9.59,11.0,13.06,1017,88,3.09,350,100,Clouds,overcast clouds,2018-10-03,01
356414,1538532000,-14400,11.51,9.19,11.0,12.88,1017,87,3.16,337,100,Clouds,overcast clouds,2018-10-03,02
356415,1538535600,-14400,11.5,9.13,10.82,12.69,1018,86,3.17,326,97,Clouds,overcast clouds,2018-10-03,03
356416,1538539200,-14400,11.48,9.06,10.86,12.56,1018,85,3.17,327,87,Clouds,overcast clouds,2018-10-03,04
356417,1538542800,-14400,11.37,9.0,10.54,12.32,1019,85,3.06,330,71,Clouds,broken clouds,2018-10-03,05
356418,1538546400,-14400,11.38,9.33,10.44,12.17,1019,84,2.53,318,73,Clouds,broken clouds,2018-10-03,06
356419,1538550000,-14400,11.37,9.35,10.5,12.11,1019,85,2.55,311,100,Clouds,overcast clouds,2018-10-03,07
356420,1538553600,-14400,11.46,9.46,10.44,12.61,1019,86,2.62,318,100,Clouds,overcast clouds,2018-10-03,08
356421,1538557200,-14400,11.47,9.5,10.42,12.55,1019,86,2.58,321,100,Clouds,overcast clouds,2018-10-03,09
356422,1538560800,-14400,11.46,10.03,10.39,12.32,1019,85,1.74,336,100,Clouds,overcast clouds,2018-10-03,10
356423,1538564400,-14400,11.43,10.21,10.32,12.82,1019,84,1.37,359,100,Clouds,overcast clouds,2018-10-03,11
356424,1538568000,-14400,11.64,10.73,10.35,12.88,1019,83,0.94,30,100,Clouds,overcast clouds,2018-10-03,12
356425,1538571600,-14400,11.83,11.65,10.19,13.0,1020,88,0.28,83,100,Clouds,overcast clouds,2018-10-03,13
356426,1538575200,-14400,12.67,12.26,11.55,13.08,1020,81,0.46,249,100,Clouds,overcast clouds,2018-10-03,14
356427,1538578800,-14400,13.36,12.81,12.32,14.0,1020,79,0.77,252,100,Clouds,overcast clouds,2018-10-03,15
356428,1538582400,-14400,13.49,12.73,12.96,14.46,1020,79,1.12,182,100,Clouds,overcast clouds,2018-10-03,16
356429,1538586000,-14400,14.34,13.03,13.44,15.17,1019,78,2.15,167,100,Clouds,overcast clouds,2018-10-03,17
356430,1538589600,-14400,14.45,12.78,13.48,15.79,1019,75,2.48,187,100,Clouds,overcast clouds,2018-10-03,18
356431,1538593200,-14400,14.92,13.07,13.62,16.43,1018,75,2.92,176,100,Clouds,overcast clouds,2018-10-03,19
356432,1538596800,-14400,15.1,12.92,14.94,16.97,1017,79,3.78,164,100,Clouds,overcast clouds,2018-10-03,20
356433,1538600400,-14400,15.46,13.03,15.0,17.55,1016,80,4.37,162,100,Clouds,overcast clouds,2018-10-03,21
356434,1538604000,-14400,15.33,13.4,14.5,17.63,1016,86,4.09,157,100,Clouds,overcast clouds,2018-10-03,22
356435,1538607600,-14400,15.43,13.09,14.5,17.8,1015,77,3.98,158,92,Clouds,overcast clouds,2018-10-03,23
356436,1538611200,-14400,15.8,14.04,14.5,17.9,1014,84,3.89,154,75,Clouds,broken clouds,2018-10-04,00
356437,1538614800,-14400,16.09,14.56,14.5,18.15,1014,85,3.78,143,70,Clouds,broken clouds,2018-10-04,01
356438,1538618400,-14400,16.3,15.31,15.0,18.71,1013,83,2.93,142,96,Clouds,overcast clouds,2018-10-04,02
356439,1538622000,-14400,16.35,15.26,15.0,19.24,1012,85,3.27,146,100,Clouds,overcast clouds,2018-10-04,03
356440,1538625600,-14400,16.39,15.01,15.0,19.96,1011,86,3.8,169,100,Clouds,overcast clouds,2018-10-04,04
356441,1538629200,-14400,16.72,14.13,15.0,21.44,1010,86,5.69,195,100,Clouds,overcast clouds,2018-10-04,05
356442,1538632800,-14400,17.47,14.4,16.0,21.57,1009,89,7.03,207,100,Clouds,overcast clouds,2018-10-04,06
356443,1538636400,-14400,19.25,16.43,18.0,21.5,1008,88,7.55,213,100,Clouds,overcast clouds,2018-10-04,07
356444,1538640000,-14400,20.26,17.48,19.0,21.56,1006,86,7.87,217,99,Clouds,overcast clouds,2018-10-04,08
356445,1538643600,-14400,21.07,18.22,20.6,22.0,1006,84,8.22,217,100,Clouds,overcast clouds,2018-10-04,09
356446,1538647200,-14400,20.68,18.37,20.0,21.41,1006,88,7.67,225,100,Rain,heavy intensity rain,2018-10-04,10
356447,1538650800,-14400,20.86,18.93,20.0,22.0,1006,88,7.25,229,100,Rain,light rain,2018-10-04,11
356448,1538654400,-14400,20.94,19.48,20.0,22.0,1007,86,6.39,239,100,Rain,light rain,2018-10-04,12
356449,1538658000,-14400,20.27,19.91,18.0,22.0,1008,92,5.08,279,90,Rain,moderate rain,2018-10-04,13
356450,1538661600,-14400,18.91,15.41,17.0,20.0,1011,73,6.79,320,41,Rain,light rain,2018-10-04,14
356451,1538665200,-14400,18.75,14.52,15.6,20.0,1012,66,7.04,322,5,Clear,sky is clear,2018-10-04,15
356452,1538668800,-14400,19.16,13.89,15.77,20.0,1013,52,7.24,321,0,Rain,light rain,2018-10-04,16
356453,1538672400,-14400,18.47,11.92,15.8,20.0,1014,38,7.44,323,0,Clear,sky is clear,2018-10-04,17
356454,1538676000,-14400,17.93,11.75,15.47,20.0,1015,46,7.56,325,0,Clear,sky is clear,2018-10-04,18
356455,1538679600,-14400,16.78,10.17,15.0,18.0,1016,42,7.51,327,0,Clear,sky is clear,2018-10-04,19
356456,1538683200,-14400,16.08,9.33,14.53,17.0,1017,40,7.37,329,0,Clear,sky is clear,2018-10-04,20
356457,1538686800,-14400,15.01,8.65,14.0,16.0,1018,45,6.99,332,0,Clear,sky is clear,2018-10-04,21
356458,1538690400,-14400,13.76,8.38,10.92,15.0,1019,46,5.38,327,0,Clear,sky is clear,2018-10-04,22
356459,1538694000,-14400,12.0,6.68,9.7,14.14,1020,51,5.25,328,0,Clear,sky is clear,2018-10-04,23
356460,1538697600,-14400,11.12,5.9,9.7,13.36,1021,58,5.36,332,0,Clear,sky is clear,2018-10-05,00
356461,1538701200,-14400,10.27,5.01,9.0,11.9,1022,61,5.39,337,1,Clear,sky is clear,2018-10-05,01
356462,1538704800,-14400,9.75,4.71,7.46,12.55,1023,62,5.01,343,0,Clear,sky is clear,2018-10-05,02
356463,1538708400,-14400,9.27,4.74,7.28,10.69,1023,63,4.22,350,0,Clear,sky is clear,2018-10-05,03
356464,1538712000,-14400,8.82,4.43,7.0,12.39,1023,65,4.03,357,25,Clouds,scattered clouds,2018-10-05,04
356465,1538715600,-14400,8.04,3.54,5.1,12.43,1024,63,3.91,9,44,Clouds,scattered clouds,2018-10-05,05
356466,1538719200,-14400,7.73,3.26,5.0,12.47,1024,63,3.8,19,30,Clouds,scattered clouds,2018-10-05,06
356467,1538722800,-14400,7.11,2.37,4.0,12.5,1024,61,3.95,28,2,Clear,sky is clear,2018-10-05,07
356468,1538726400,-14400,7.17,2.52,4.0,12.38,1024,63,3.93,45,10,Clear,sky is clear,2018-10-05,08
356469,1538730000,-14400,7.09,2.45,4.0,12.18,1024,64,3.95,55,50,Clouds,scattered clouds,2018-10-05,09
356470,1538733600,-14400,6.4,1.41,4.0,10.9,1024,63,4.26,59,6,Clear,sky is clear,2018-10-05,10
356471,1538737200,-14400,5.93,0.66,3.0,10.63,1025,60,4.45,65,74,Clouds,broken clouds,2018-10-05,11
356472,1538740800,-14400,5.92,0.74,4.0,9.42,1025,63,4.45,64,59,Clouds,broken clouds,2018-10-05,12
356473,1538744400,-14400,7.77,2.53,5.83,10.46,1025,62,4.86,74,73,Clouds,broken clouds,2018-10-05,13
356474,1538748000,-14400,9.22,3.96,8.0,10.57,1025,67,5.47,89,98,Clouds,overcast clouds,2018-10-05,14
356475,1538751600,-14400,10.1,5.0,9.0,11.0,1025,67,5.47,97,100,Clouds,overcast clouds,2018-10-05,15
356476,1538755200,-14400,10.16,5.16,9.0,11.0,1024,66,5.29,95,100,Clouds,overcast clouds,2018-10-05,16
356477,1538758800,-14400,11.0,6.01,10.0,12.0,1024,59,5.06,89,100,Clouds,overcast clouds,2018-10-05,17
356478,1538762400,-14400,10.64,5.98,10.0,11.0,1023,64,4.8,91,100,Clouds,overcast clouds,2018-10-05,18
356479,1538766000,-14400,10.47,5.64,9.78,11.12,1022,61,4.82,89,100,Clouds,overcast clouds,2018-10-05,19
