,dt,timezone,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds_all,weather_main,weather_description,Date,Hour
345832,1500469200,-14400,22.02,21.37,20.77,23.0,1017,63,3.05,245,17,Clouds,few clouds,2017-07-19,13
345833,1500472800,-14400,24.03,24.19,21.3,25.0,1017,62,2.77,245,12,Clouds,few clouds,2017-07-19,14
345834,1500476400,-14400,25.23,24.9,21.75,27.0,1017,53,2.76,248,16,Clouds,few clouds,2017-07-19,15
345835,1500480000,-14400,26.3,25.74,22.28,28.0,1016,48,2.81,256,14,Clouds,few clouds,2017-07-19,16
345836,1500483600,-14400,26.95,26.3,22.72,28.3,1016,46,2.9,254,35,Clouds,scattered clouds,2017-07-19,17
345837,1500487200,-14400,27.3,26.7,23.19,29.0,1016,45,2.81,244,63,Clouds,broken clouds,2017-07-19,18
345838,1500490800,-14400,28.15,26.74,23.33,30.0,1015,41,3.65,268,62,Clouds,broken clouds,2017-07-19,19
345839,1500494400,-14400,28.88,28.15,23.07,31.0,1015,43,3.36,285,48,Clouds,scattered clouds,2017-07-19,20
345840,1500498000,-14400,28.77,28.78,23.09,32.0,1015,48,3.18,284,31,Clouds,scattered clouds,2017-07-19,21
345841,1500501600,-14400,27.9,26.82,23.52,30.6,1015,45,3.77,281,24,Clouds,few clouds,2017-07-19,22
345842,1500505200,-14400,28.53,28.99,23.44,30.0,1015,52,3.15,301,13,Clouds,few clouds,2017-07-19,23
345843,1500508800,-14400,27.17,27.64,23.4,29.0,1015,57,3.26,320,6,Clear,sky is clear,2017-07-20,00
345844,1500512400,-14400,25.8,25.86,22.97,27.0,1016,58,3.25,326,1,Clear,sky is clear,2017-07-20,01
345845,1500516000,-14400,23.92,23.92,20.7,26.0,1016,62,2.94,335,0,Clear,sky is clear,2017-07-20,02
345846,1500519600,-14400,22.6,22.88,20.36,24.0,1016,65,2.27,325,0,Clear,sky is clear,2017-07-20,03
345847,1500523200,-14400,21.5,21.2,18.74,23.0,1016,63,2.31,317,4,Clear,sky is clear,2017-07-20,04
345848,1500526800,-14400,20.31,20.03,17.4,22.0,1016,67,2.2,309,96,Clouds,overcast clouds,2017-07-20,05
345849,1500530400,-14400,19.09,18.77,15.71,21.0,1016,70,2.01,306,1,Clear,sky is clear,2017-07-20,06
345850,1500534000,-14400,18.85,18.31,17.4,20.0,1016,68,2.02,299,0,Clear,sky is clear,2017-07-20,07
345851,1500537600,-14400,17.66,16.91,14.9,19.62,1016,73,2.29,304,68,Clouds,broken clouds,2017-07-20,08
345852,1500541200,-14400,17.33,17.03,16.0,19.29,1016,75,1.7,305,100,Clouds,overcast clouds,2017-07-20,09
345853,1500544800,-14400,18.15,17.34,16.0,19.13,1015,69,2.21,311,98,Clouds,overcast clouds,2017-07-20,10
345854,1500548400,-14400,18.76,18.39,17.0,20.0,1015,67,1.63,329,95,Clouds,overcast clouds,2017-07-20,11
345855,1500552000,-14400,19.69,19.6,17.93,20.7,1016,59,0.78,329,93,Clouds,overcast clouds,2017-07-20,12
345856,1500555600,-14400,20.61,21.64,18.17,22.0,1015,65,0.23,24,100,Clouds,overcast clouds,2017-07-20,13
345857,1500559200,-14400,21.67,21.77,19.85,23.0,1014,53,0.6,123,100,Clouds,overcast clouds,2017-07-20,14
345858,1500562800,-14400,20.49,21.0,20.0,21.12,1015,66,1.03,150,81,Rain,light rain,2017-07-20,15
345859,1500566400,-14400,17.13,17.47,16.0,21.0,1016,90,2.07,184,94,Rain,very heavy rain,2017-07-20,16
345860,1500570000,-14400,18.12,18.84,16.2,20.4,1015,86,1.67,135,99,Rain,moderate rain,2017-07-20,17
345861,1500573600,-14400,19.37,19.19,18.8,20.4,1014,75,2.47,116,100,Rain,heavy intensity rain,2017-07-20,18
345862,1500577200,-14400,20.41,20.65,18.39,21.8,1014,69,1.72,100,100,Rain,light rain,2017-07-20,19
345863,1500580800,-14400,21.34,21.14,18.83,23.0,1013,64,2.21,59,98,Clouds,overcast clouds,2017-07-20,20
345864,1500584400,-14400,21.59,21.79,18.94,23.0,1013,63,1.64,38,66,Clouds,broken clouds,2017-07-20,21
345865,1500588000,-14400,22.54,23.71,19.84,24.0,1012,64,0.84,167,80,Clouds,broken clouds,2017-07-20,22
345866,1500591600,-14400,22.94,23.71,19.72,25.0,1012,65,1.74,176,70,Clouds,broken clouds,2017-07-20,23
345867,1500595200,-14400,22.49,23.2,19.69,24.0,1012,66,1.72,172,2,Clear,sky is clear,2017-07-21,00
345868,1500598800,-14400,21.72,22.99,19.88,23.9,1012,73,1.39,183,1,Clear,sky is clear,2017-07-21,01
345869,1500602400,-14400,20.55,21.5,19.31,21.0,1012,77,1.68,215,0,Clear,sky is clear,2017-07-21,02
345870,1500606000,-14400,20.33,21.29,19.64,21.0,1012,80,1.89,256,0,Clear,sky is clear,2017-07-21,03
345871,1500609600,-14400,20.51,21.38,20.0,22.0,1013,83,2.46,276,0,Clear,sky is clear,2017-07-21,04
345872,1500613200,-14400,20.06,21.21,18.5,22.0,1013,93,2.91,283,0,Clear,sky is clear,2017-07-21,05
345873,1500616800,-14400,19.78,20.42,18.6,21.0,1013,88,2.91,292,0,Clear,sky is clear,2017-07-21,06
345874,1500620400,-14400,19.18,19.48,18.0,20.57,1012,88,3.06,303,0,Clear,sky is clear,2017-07-21,07
345875,1500624000,-14400,19.48,19.88,17.0,21.0,1012,87,2.97,302,0,Clear,sky is clear,2017-07-21,08
345876,1500627600,-14400,19.41,19.9,18.0,20.28,1013,88,2.91,301,12,Clouds,few clouds,2017-07-21,09
345877,1500631200,-14400,19.49,20.15,18.0,21.0,1013,88,2.72,330,18,Clouds,few clouds,2017-07-21,10
345878,1500634800,-14400,20.47,21.6,19.0,22.0,1013,87,2.52,320,24,Clouds,few clouds,2017-07-21,11
345879,1500638400,-14400,22.01,24.02,20.44,23.0,1014,85,1.98,298,3,Clear,sky is clear,2017-07-21,12
345880,1500642000,-14400,23.6,24.29,20.67,24.2,1014,64,2.07,304,5,Clear,sky is clear,2017-07-21,13
345881,1500645600,-14400,25.15,26.18,22.48,26.0,1014,62,2.13,305,0,Clear,sky is clear,2017-07-21,14
345882,1500649200,-14400,25.77,26.25,22.91,27.0,1014,56,2.33,294,3,Clear,sky is clear,2017-07-21,15
345883,1500652800,-14400,26.0,25.17,23.2,27.6,1013,48,3.05,287,24,Clouds,few clouds,2017-07-21,16
345884,1500656400,-14400,26.36,25.06,23.12,28.0,1013,45,3.41,293,71,Clouds,broken clouds,2017-07-21,17
345885,1500660000,-14400,26.96,24.69,23.64,29.0,1013,36,3.55,296,12,Clouds,few clouds,2017-07-21,18
345886,1500663600,-14400,28.22,26.31,24.3,29.0,1013,36,3.49,293,0,Clear,sky is clear,2017-07-21,19
345887,1500667200,-14400,28.9,26.6,24.53,30.0,1012,33,3.74,292,0,Clear,sky is clear,2017-07-21,20
345888,1500670800,-14400,28.9,26.19,24.72,30.0,1012,31,3.96,298,0,Clear,sky is clear,2017-07-21,21
345889,1500674400,-14400,28.08,25.62,24.03,29.0,1013,32,3.51,312,6,Clear,sky is clear,2017-07-21,22
345890,1500678000,-14400,27.29,25.22,24.12,29.0,1013,34,3.04,317,2,Clear,sky is clear,2017-07-21,23
345891,1500681600,-14400,26.13,24.95,24.03,27.0,1013,42,2.66,327,32,Clouds,scattered clouds,2017-07-22,00
345892,1500685200,-14400,24.84,23.71,23.0,26.0,1013,45,2.53,329,97,Clouds,overcast clouds,2017-07-22,01
345893,1500688800,-14400,23.6,22.76,20.83,25.0,1013,49,2.19,329,0,Clear,sky is clear,2017-07-22,02
345894,1500692400,-14400,22.98,22.83,21.33,24.0,1013,56,1.88,317,82,Clouds,broken clouds,2017-07-22,03
345895,1500696000,-14400,22.21,21.79,21.03,23.3,1013,54,1.69,297,92,Clouds,overcast clouds,2017-07-22,04
345896,1500699600,-14400,21.84,21.28,20.56,23.2,1014,55,1.85,289,100,Clouds,overcast clouds,2017-07-22,05
345897,1500703200,-14400,21.68,21.29,20.4,22.3,1013,57,1.79,281,100,Clouds,overcast clouds,2017-07-22,06
345898,1500706800,-14400,21.31,21.02,20.0,22.5,1012,56,1.38,287,100,Clouds,overcast clouds,2017-07-22,07
345899,1500710400,-14400,20.97,20.86,20.0,22.3,1012,58,1.21,302,100,Clouds,overcast clouds,2017-07-22,08
345900,1500714000,-14400,21.64,21.91,18.54,23.0,1012,62,1.44,323,100,Clouds,overcast clouds,2017-07-22,09
345901,1500717600,-14400,21.37,21.77,19.79,23.0,1012,63,1.25,330,100,Clouds,overcast clouds,2017-07-22,10
345902,1500721200,-14400,21.61,22.19,19.67,23.0,1012,62,0.98,27,100,Clouds,overcast clouds,2017-07-22,11
345903,1500724800,-14400,21.71,22.85,20.01,22.7,1012,64,0.48,131,100,Clouds,overcast clouds,2017-07-22,12
345904,1500728400,-14400,22.14,23.92,20.12,23.0,1012,70,0.52,123,100,Clouds,overcast clouds,2017-07-22,13
345905,1500732000,-14400,22.41,23.76,20.77,23.0,1012,68,1.02,118,100,Clouds,overcast clouds,2017-07-22,14
345906,1500735600,-14400,22.96,23.78,21.02,23.8,1012,62,1.28,106,100,Clouds,overcast clouds,2017-07-22,15
345907,1500739200,-14400,22.62,23.64,21.02,23.4,1012,64,1.09,98,100,Clouds,overcast clouds,2017-07-22,16
345908,1500742800,-14400,22.94,24.26,21.18,23.2,1011,66,1.09,97,100,Clouds,overcast clouds,2017-07-22,17
345909,1500746400,-14400,22.67,23.44,21.38,23.2,1011,67,1.86,107,100,Clouds,overcast clouds,2017-07-22,18
345910,1500750000,-14400,23.3,23.63,21.44,24.1,1010,60,1.89,124,100,Clouds,overcast clouds,2017-07-22,19
345911,1500753600,-14400,23.39,24.38,20.77,25.0,1009,66,1.79,122,100,Clouds,overcast clouds,2017-07-22,20
345912,1500757200,-14400,22.46,23.3,20.71,24.0,1009,68,1.78,94,100,Clouds,overcast clouds,2017-07-22,21
345913,1500760800,-14400,22.44,22.65,20.9,24.0,1009,64,2.16,87,60,Clouds,broken clouds,2017-07-22,22
345914,1500764400,-14400,22.51,23.53,20.79,23.0,1009,68,1.55,73,71,Clouds,broken clouds,2017-07-22,23
345915,1500768000,-14400,22.32,23.47,20.69,23.0,1009,69,1.39,18,100,Clouds,overcast clouds,2017-07-23,00
345916,1500771600,-14400,22.01,22.41,20.53,23.0,1009,68,2.17,17,97,Rain,light rain,2017-07-23,01
345917,1500775200,-14400,21.32,23.26,19.89,22.0,1010,83,1.41,9,100,Rain,light rain,2017-07-23,02
345918,1500778800,-14400,20.79,22.71,19.88,21.0,1010,87,1.59,9,99,Rain,light rain,2017-07-23,03
345919,1500782400,-14400,20.74,22.62,19.77,21.0,1009,89,1.84,31,57,Rain,light rain,2017-07-23,04
345920,1500786000,-14400,20.8,22.64,19.99,21.0,1009,88,1.82,61,46,Clouds,scattered clouds,2017-07-23,05
345921,1500789600,-14400,20.84,21.73,19.98,21.0,1009,76,1.82,65,43,Clouds,scattered clouds,2017-07-23,06
345922,1500793200,-14400,20.64,22.05,19.95,21.0,1008,83,1.76,61,70,Clouds,broken clouds,2017-07-23,07
345923,1500796800,-14400,20.97,22.04,19.94,21.1,1008,78,1.86,59,94,Clouds,overcast clouds,2017-07-23,08
345924,1500800400,-14400,20.57,21.34,19.54,21.5,1008,78,2.07,65,100,Clouds,overcast clouds,2017-07-23,09
345925,1500804000,-14400,20.82,20.98,20.0,21.4,1008,78,3.08,71,73,Clouds,broken clouds,2017-07-23,10
345926,1500807600,-14400,20.25,20.82,20.0,20.85,1009,86,3.08,77,79,Clouds,broken clouds,2017-07-23,11
345927,1500811200,-14400,21.1,20.54,20.0,22.0,1009,79,4.38,86,75,Clouds,broken clouds,2017-07-23,12
345928,1500814800,-14400,21.5,20.26,20.4,22.0,1009,81,5.83,99,70,Clouds,broken clouds,2017-07-23,13
345929,1500818400,-14400,21.67,20.02,20.51,22.3,1009,77,6.02,100,70,Clouds,broken clouds,2017-07-23,14
345930,1500822000,-14400,21.94,20.53,20.99,22.39,1009,76,5.71,99,62,Clouds,broken clouds,2017-07-23,15
345931,1500825600,-14400,22.16,21.18,20.87,23.0,1009,78,5.48,101,64,Clouds,broken clouds,2017-07-23,16
345932,1500829200,-14400,23.0,21.92,21.11,23.8,1009,71,5.21,102,67,Clouds,broken clouds,2017-07-23,17
345933,1500832800,-14400,23.15,22.38,20.94,24.0,1008,71,4.85,103,87,Clouds,overcast clouds,2017-07-23,18
345934,1500836400,-14400,23.41,22.73,20.62,24.0,1008,70,4.74,101,69,Clouds,broken clouds,2017-07-23,19
345935,1500840000,-14400,23.06,22.07,20.58,24.0,1008,68,4.71,98,59,Clouds,broken clouds,2017-07-23,20
345936,1500843600,-14400,22.64,21.04,19.53,24.0,1008,66,5.1,95,71,Clouds,broken clouds,2017-07-23,21
345937,1500847200,-14400,22.75,21.05,19.85,23.0,1008,65,5.17,102,75,Clouds,broken clouds,2017-07-23,22
345938,1500850800,-14400,22.78,21.17,20.04,23.0,1007,64,4.93,108,77,Clouds,broken clouds,2017-07-23,23
345939,1500854400,-14400,22.39,20.7,19.28,23.0,1008,61,4.46,103,81,Clouds,broken clouds,2017-07-24,00
345940,1500858000,-14400,21.93,20.7,19.52,22.6,1008,67,4.34,93,48,Clouds,scattered clouds,2017-07-24,01
345941,1500861600,-14400,21.22,18.96,19.06,22.1,1008,59,4.51,92,72,Clouds,broken clouds,2017-07-24,02
345942,1500865200,-14400,20.86,18.51,18.76,21.4,1007,61,4.72,97,98,Clouds,overcast clouds,2017-07-24,03
345943,1500868800,-14400,20.55,18.71,18.47,21.0,1007,63,4.08,98,100,Rain,light rain,2017-07-24,04
345944,1500872400,-14400,20.19,19.26,18.32,21.0,1007,62,2.51,86,98,Rain,light rain,2017-07-24,05
345945,1500876000,-14400,19.69,19.72,18.27,20.7,1007,62,0.93,32,100,Rain,light rain,2017-07-24,06
345946,1500879600,-14400,19.65,19.25,18.23,20.4,1006,63,1.64,358,100,Rain,light rain,2017-07-24,07
345947,1500883200,-14400,19.64,18.87,18.11,20.3,1006,61,1.94,354,98,Clouds,overcast clouds,2017-07-24,08
345948,1500886800,-14400,19.68,18.65,18.0,21.0,1006,59,2.11,343,91,Clouds,overcast clouds,2017-07-24,09
345949,1500890400,-14400,19.2,18.47,17.0,20.0,1007,59,1.5,348,85,Clouds,overcast clouds,2017-07-24,10
345950,1500894000,-14400,19.2,18.75,17.0,21.0,1007,61,1.31,329,80,Clouds,broken clouds,2017-07-24,11
345951,1500897600,-14400,19.54,19.62,18.0,21.0,1008,65,1.12,339,60,Clouds,broken clouds,2017-07-24,12
345952,1500901200,-14400,20.71,20.56,18.3,22.0,1008,62,1.62,326,36,Clouds,scattered clouds,2017-07-24,13
345953,1500904800,-14400,21.27,20.99,19.62,22.0,1008,65,2.41,313,30,Rain,light rain,2017-07-24,14
345954,1500908400,-14400,21.28,20.51,20.32,22.0,1008,60,2.52,297,48,Rain,light rain,2017-07-24,15
345955,1500912000,-14400,20.76,20.81,20.0,21.7,1008,73,2.62,300,53,Rain,light rain,2017-07-24,16
345956,1500915600,-14400,20.37,19.9,19.0,21.65,1008,71,2.95,321,72,Rain,light rain,2017-07-24,17
345957,1500919200,-14400,20.94,19.08,19.0,22.2,1008,65,4.51,341,82,Clouds,broken clouds,2017-07-24,18
345958,1500922800,-14400,20.63,18.72,18.0,22.0,1009,72,5.24,348,76,Rain,light rain,2017-07-24,19
345959,1500926400,-14400,19.45,17.28,18.0,20.58,1010,78,5.67,346,54,Clouds,broken clouds,2017-07-24,20
345960,1500930000,-14400,19.25,16.69,18.0,20.4,1010,76,5.92,346,81,Clouds,broken clouds,2017-07-24,21
345961,1500933600,-14400,18.95,16.75,17.0,20.0,1011,69,4.54,344,96,Clouds,overcast clouds,2017-07-24,22
345962,1500937200,-14400,17.96,16.03,16.7,19.35,1012,79,4.69,340,98,Clouds,overcast clouds,2017-07-24,23
345963,1500940800,-14400,17.8,15.39,16.7,19.07,1013,74,4.82,340,98,Clouds,overcast clouds,2017-07-25,00
345964,1500944400,-14400,17.32,14.9,16.0,18.88,1013,76,4.81,341,100,Clouds,overcast clouds,2017-07-25,01
345965,1500948000,-14400,17.1,14.59,16.0,18.74,1014,76,4.84,348,100,Clouds,overcast clouds,2017-07-25,02
345966,1500951600,-14400,16.71,14.88,16.0,18.67,1015,80,4.06,343,100,Clouds,overcast clouds,2017-07-25,03
345967,1500955200,-14400,16.9,15.14,16.0,18.62,1016,79,3.95,348,100,Clouds,overcast clouds,2017-07-25,04
345968,1500958800,-14400,17.1,15.49,15.9,18.54,1017,77,3.65,352,100,Clouds,overcast clouds,2017-07-25,05
345969,1500962400,-14400,16.76,14.99,15.9,18.43,1017,78,3.82,355,100,Clouds,overcast clouds,2017-07-25,06
345970,1500966000,-14400,16.34,14.79,15.5,18.31,1017,85,3.93,355,94,Clouds,overcast clouds,2017-07-25,07
345971,1500969600,-14400,16.51,14.48,16.0,17.65,1018,77,3.99,355,41,Clouds,scattered clouds,2017-07-25,08
345972,1500973200,-14400,16.8,14.89,16.0,17.94,1019,75,3.76,353,17,Clouds,few clouds,2017-07-25,09
345973,1500976800,-14400,16.88,14.93,16.0,18.0,1019,72,3.58,355,8,Clear,sky is clear,2017-07-25,10
345974,1500980400,-14400,17.05,14.83,16.0,18.0,1020,70,3.86,0,5,Clear,sky is clear,2017-07-25,11
345975,1500984000,-14400,16.94,14.36,16.0,18.0,1021,70,4.32,8,14,Clouds,few clouds,2017-07-25,12
345976,1500987600,-14400,17.68,14.91,17.0,18.0,1022,63,4.23,14,22,Clouds,few clouds,2017-07-25,13
345977,1500991200,-14400,18.54,15.38,17.78,19.2,1022,57,4.53,20,48,Rain,light rain,2017-07-25,14
345978,1500994800,-14400,20.27,17.71,19.1,21.0,1022,56,4.21,28,100,Clouds,overcast clouds,2017-07-25,15
345979,1500998400,-14400,20.72,18.3,18.82,21.5,1023,52,3.72,38,100,Clouds,overcast clouds,2017-07-25,16
345980,1501002000,-14400,21.53,19.73,19.91,22.1,1023,52,3.14,46,100,Clouds,overcast clouds,2017-07-25,17
345981,1501005600,-14400,21.71,20.11,19.9,22.4,1023,48,2.44,73,90,Clouds,overcast clouds,2017-07-25,18
345982,1501009200,-14400,21.7,20.98,19.96,23.0,1023,56,2.15,94,88,Clouds,overcast clouds,2017-07-25,19
345983,1501012800,-14400,21.61,21.5,20.21,22.02,1023,59,1.61,120,86,Clouds,overcast clouds,2017-07-25,20
345984,1501016400,-14400,21.8,21.37,19.65,23.0,1023,56,1.78,146,54,Clouds,broken clouds,2017-07-25,21
345985,1501020000,-14400,21.66,20.94,20.29,23.0,1023,57,2.26,166,20,Clouds,few clouds,2017-07-25,22
345986,1501023600,-14400,20.95,20.0,20.6,21.2,1023,59,2.52,172,18,Clouds,few clouds,2017-07-25,23
345987,1501027200,-14400,20.57,19.89,20.0,21.2,1023,62,2.32,180,34,Clouds,scattered clouds,2017-07-26,00
345988,1501030800,-14400,19.87,19.36,19.0,21.2,1023,65,2.11,169,6,Clear,sky is clear,2017-07-26,01
345989,1501034400,-14400,18.8,17.95,18.0,20.68,1024,68,2.44,159,0,Clear,sky is clear,2017-07-26,02
345990,1501038000,-14400,18.11,16.74,18.0,19.13,1023,64,2.5,166,0,Clear,sky is clear,2017-07-26,03
345991,1501041600,-14400,17.82,16.98,17.0,18.93,1023,71,2.3,181,0,Clear,sky is clear,2017-07-26,04
345992,1501045200,-14400,17.05,16.26,14.15,20.25,1023,73,2.09,191,0,Clear,sky is clear,2017-07-26,05
345993,1501048800,-14400,17.04,16.44,13.98,20.05,1023,75,1.99,213,0,Clear,sky is clear,2017-07-26,06
345994,1501052400,-14400,16.5,16.02,14.0,19.89,1023,77,1.77,232,0,Clear,sky is clear,2017-07-26,07
345995,1501056000,-14400,16.12,15.48,12.9,19.76,1023,80,2.09,251,0,Clear,sky is clear,2017-07-26,08
345996,1501059600,-14400,15.46,14.61,12.21,19.68,1023,80,2.11,266,20,Clouds,few clouds,2017-07-26,09
345997,1501063200,-14400,15.41,14.95,13.0,19.47,1023,82,1.69,289,94,Clouds,overcast clouds,2017-07-26,10
345998,1501066800,-14400,16.66,17.17,15.0,19.41,1023,80,0.7,315,100,Clouds,overcast clouds,2017-07-26,11
345999,1501070400,-14400,18.14,19.54,16.5,20.0,1023,81,0.22,172,97,Clouds,overcast clouds,2017-07-26,12
346000,1501074000,-14400,19.48,18.46,17.45,20.4,1022,62,2.35,155,84,Clouds,broken clouds,2017-07-26,13
346001,1501077600,-14400,20.84,19.38,19.5,21.0,1022,54,2.62,162,100,Clouds,overcast clouds,2017-07-26,14
346002,1501081200,-14400,20.01,20.22,19.87,20.18,1022,78,2.57,190,1,Clear,sky is clear,2017-07-26,15
346003,1501084800,-14400,20.51,19.39,19.66,21.0,1022,61,2.8,160,100,Clouds,overcast clouds,2017-07-26,16
346004,1501088400,-14400,20.36,19.08,19.94,21.25,1020,62,3.08,158,99,Clouds,overcast clouds,2017-07-26,17
346005,1501092000,-14400,20.38,18.14,20.0,21.38,1019,60,4.24,158,100,Clouds,overcast clouds,2017-07-26,18
346006,1501095600,-14400,21.09,19.01,20.0,22.1,1019,60,4.31,166,100,Clouds,overcast clouds,2017-07-26,19
346007,1501099200,-14400,20.93,20.06,20.0,22.54,1019,63,2.87,180,100,Clouds,overcast clouds,2017-07-26,20
346008,1501102800,-14400,21.44,21.32,21.0,22.83,1018,62,1.91,188,100,Clouds,overcast clouds,2017-07-26,21
346009,1501106400,-14400,21.27,22.09,20.97,22.34,1018,66,0.96,179,100,Clouds,overcast clouds,2017-07-26,22
346010,1501110000,-14400,20.34,19.74,19.0,22.35,1018,66,2.55,147,100,Clouds,overcast clouds,2017-07-26,23
346011,1501113600,-14400,19.68,19.06,19.0,22.39,1017,75,3.26,152,100,Rain,light rain,2017-07-27,00
346012,1501117200,-14400,19.26,18.63,18.0,22.45,1017,84,4.01,169,100,Rain,moderate rain,2017-07-27,01
346013,1501120800,-14400,19.37,18.66,18.0,22.59,1016,82,3.97,190,100,Clouds,overcast clouds,2017-07-27,02
346014,1501124400,-14400,19.68,19.75,18.0,22.51,1016,87,3.56,209,100,Clouds,overcast clouds,2017-07-27,03
346015,1501128000,-14400,19.92,19.88,18.0,22.34,1015,83,3.42,223,100,Clouds,overcast clouds,2017-07-27,04
346016,1501131600,-14400,19.48,19.3,18.0,22.22,1015,84,3.48,236,100,Clouds,overcast clouds,2017-07-27,05
346017,1501135200,-14400,19.47,19.2,18.8,21.24,1015,85,3.71,244,100,Rain,light rain,2017-07-27,06
346018,1501138800,-14400,19.38,18.99,18.8,21.1,1014,80,3.31,253,100,Rain,light rain,2017-07-27,07
346019,1501142400,-14400,19.38,19.71,18.8,20.76,1014,88,3.13,254,99,Rain,light rain,2017-07-27,08
346020,1501146000,-14400,19.36,19.64,18.8,20.59,1014,88,3.19,258,86,Rain,light rain,2017-07-27,09
346021,1501149600,-14400,19.41,20.52,19.0,20.72,1015,89,2.13,256,95,Rain,light rain,2017-07-27,10
346022,1501153200,-14400,19.69,20.96,19.0,21.2,1014,91,2.28,261,97,Clouds,overcast clouds,2017-07-27,11
346023,1501156800,-14400,19.94,20.98,19.6,20.66,1014,88,2.44,264,100,Clouds,overcast clouds,2017-07-27,12
346024,1501160400,-14400,20.0,21.11,19.6,21.17,1014,89,2.48,281,98,Rain,moderate rain,2017-07-27,13
346025,1501164000,-14400,20.19,21.24,19.9,21.78,1014,89,2.69,309,72,Rain,moderate rain,2017-07-27,14
346026,1501167600,-14400,20.98,22.95,20.4,22.31,1013,89,1.86,314,72,Rain,light rain,2017-07-27,15
346027,1501171200,-14400,22.38,24.83,21.0,24.0,1013,79,0.84,268,46,Clouds,scattered clouds,2017-07-27,16
346028,1501174800,-14400,23.09,25.97,22.0,25.2,1013,80,0.79,222,33,Clouds,scattered clouds,2017-07-27,17
346029,1501178400,-14400,23.54,26.41,22.0,25.2,1013,78,0.83,217,28,Clouds,scattered clouds,2017-07-27,18
346030,1501182000,-14400,24.28,26.53,22.64,26.0,1012,70,1.05,212,24,Clouds,few clouds,2017-07-27,19
346031,1501185600,-14400,24.75,27.11,22.39,26.0,1012,66,0.59,216,28,Clouds,scattered clouds,2017-07-27,20
346032,1501189200,-14400,25.66,28.59,22.42,27.0,1012,65,0.16,288,14,Clouds,few clouds,2017-07-27,21
346033,1501192800,-14400,25.35,27.16,22.31,27.0,1011,61,0.98,92,37,Clouds,scattered clouds,2017-07-27,22
346034,1501196400,-14400,24.8,26.84,22.38,26.0,1011,64,0.79,255,33,Rain,light rain,2017-07-27,23
346035,1501200000,-14400,23.8,23.54,22.55,25.0,1012,49,1.45,318,16,Rain,light rain,2017-07-28,00
346036,1501203600,-14400,23.06,22.81,22.0,24.1,1012,59,2.47,339,8,Clear,sky is clear,2017-07-28,01
346037,1501207200,-14400,21.65,20.57,20.0,23.0,1013,64,3.62,348,3,Clear,sky is clear,2017-07-28,02
346038,1501210800,-14400,20.68,19.35,19.0,22.45,1013,69,4.09,356,2,Clear,sky is clear,2017-07-28,03
346039,1501214400,-14400,19.85,18.12,18.0,21.97,1013,69,4.27,6,1,Clear,sky is clear,2017-07-28,04
346040,1501218000,-14400,19.54,17.85,18.0,21.61,1013,72,4.4,18,60,Clouds,broken clouds,2017-07-28,05
346041,1501221600,-14400,19.3,17.42,18.0,21.37,1013,71,4.44,24,100,Clouds,overcast clouds,2017-07-28,06
346042,1501225200,-14400,19.07,17.1,17.0,21.1,1013,69,4.26,30,100,Clouds,overcast clouds,2017-07-28,07
